Date_of_journey,Journey_day,Airline,Flight_code,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Days_left,Fare
2023-01-19,Thursday,SpiceJet,SG-2905,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,11.8333,4.0,7282.0
2023-01-20,Friday,Air India,AI-403,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,26.0,5.0,29806.0
2023-01-20,Friday,Air India,AI-817,Business,Delhi,Before 6 AM,1-stop,After 6 PM,Mumbai,17.1667,5.0,31462.0
2023-01-22,Sunday,Vistara,UK-891,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.5,7.0,24225.0
2023-01-24,Tuesday,GO FIRST,G8-203,Economy,Delhi,6 AM - 12 PM,2+-stop,After 6 PM,Mumbai,9.5833,9.0,6873.0
2023-01-25,Wednesday,Air India,AI-407,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Mumbai,27.25,10.0,11446.0
2023-01-25,Wednesday,Air India,AI-435,Business,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,8.5833,10.0,29805.0
2023-01-26,Thursday,Air India,AI-531,Business,Delhi,After 6 PM,1-stop,After 6 PM,Mumbai,26.9167,11.0,31462.0
2023-01-27,Friday,Air India,AI-487,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,10.9167,12.0,12707.0
2023-01-28,Saturday,AirAsia,I5-569,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.5,13.0,6872.0
2023-01-29,Sunday,AirAsia,I5-560,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.4167,14.0,10126.0
2023-01-29,Sunday,AirAsia,I5-741,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,4.6667,14.0,17758.0
2023-01-29,Sunday,Indigo,6E-125,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.6667,14.0,19665.0
2023-01-30,Monday,AirAsia,I5-779,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,9.0833,15.0,12802.0
2023-02-03,Friday,Indigo,6E-6232,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,8.6667,19.0,6108.0
2023-02-03,Friday,Indigo,6E-6022,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.5,19.0,8002.0
2023-02-04,Saturday,GO FIRST,G8-7001,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,10.3333,20.0,6007.0
2023-02-11,Saturday,Indigo,6E-7405,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,9.5833,27.0,7419.0
2023-02-13,Monday,AirAsia,I5-714,Economy,Delhi,Before 6 AM,1-stop,After 6 PM,Mumbai,14.1667,29.0,5291.0
2023-02-15,Wednesday,Indigo,6E-2417,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,10.5833,31.0,8472.0
2023-02-16,Thursday,SpiceJet,SG-2954,Economy,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,4.5833,32.0,8254.0
2023-02-16,Thursday,Indigo,6E-5216,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Mumbai,3.8333,32.0,11218.0
2023-02-26,Sunday,Air India,AI-764,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Mumbai,19.9167,42.0,15195.0
2023-01-16,Monday,Indigo,6E-2042,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Bangalore,5.1667,1.0,5238.0
2023-01-16,Monday,Indigo,6E-2431,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,5.4167,1.0,5238.0
2023-01-16,Monday,Indigo,6E-2005,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.6667,1.0,5238.0
2023-01-16,Monday,Indigo,6E-6554,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.75,1.0,5238.0
2023-01-16,Monday,Indigo,6E-2187,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.0,1.0,5988.0
2023-01-16,Monday,Indigo,6E-2131,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Bangalore,2.8333,1.0,6217.0
2023-01-16,Monday,Indigo,6E-6565,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Bangalore,2.8333,1.0,6217.0
2023-01-16,Monday,SpiceJet,SG-191,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,2.8333,1.0,6659.0
2023-01-16,Monday,AirAsia,I5-744,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.9167,1.0,6658.0
2023-01-16,Monday,AirAsia,I5-710,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.1667,1.0,6658.0
2023-01-16,Monday,AirAsia,I5-552,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,8.9167,1.0,6658.0
2023-01-16,Monday,AirAsia,I5-1732,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Bangalore,3.0833,1.0,7016.0
2023-01-16,Monday,Indigo,6E-2434,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Bangalore,2.8333,1.0,6764.0
2023-01-16,Monday,SpiceJet,SG-143,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Bangalore,2.5833,1.0,7184.0
2023-01-16,Monday,AirAsia,I5-768,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.6667,1.0,7184.0
2023-01-16,Monday,Indigo,6E-2487,Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Bangalore,2.6667,1.0,7079.0
2023-01-16,Monday,Indigo,6E-6622,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Bangalore,2.75,1.0,7079.0
2023-01-16,Monday,Indigo,6E-6612,Economy,Delhi,Before 6 AM,non-stop,6 AM - 12 PM,Bangalore,2.8333,1.0,7079.0
2023-01-16,Monday,Indigo,6E-2403,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,2.8333,1.0,7079.0
2023-01-16,Monday,Indigo,6E-5608,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Bangalore,2.8333,1.0,7079.0
2023-01-16,Monday,Indigo,6E-2188,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,2.8333,1.0,7079.0
2023-01-16,Monday,Indigo,6E-5088,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,2.8333,1.0,7079.0
2023-01-16,Monday,Indigo,6E-781,Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Bangalore,2.8333,1.0,7079.0
2023-01-16,Monday,Indigo,6E-2067,Economy,Delhi,Before 6 AM,non-stop,6 AM - 12 PM,Bangalore,2.9167,1.0,7079.0
2023-01-16,Monday,Indigo,6E-2515,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Bangalore,2.9167,1.0,7079.0
2023-01-16,Monday,Indigo,6E-308,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,3.0,1.0,7079.0
2023-01-16,Monday,Indigo,6E-2596,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,8.0833,1.0,7285.0
2023-01-16,Monday,AirAsia,I5-776,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,7.5833,1.0,7875.0
2023-01-16,Monday,AkasaAir,QP-1335,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Bangalore,2.75,1.0,7977.0
2023-01-16,Monday,Indigo,6E-2212,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,4.9167,1.0,8237.0
2023-01-16,Monday,AirAsia,I5-549,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.8333,1.0,8866.0
2023-01-16,Monday,AirAsia,I5-330,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,7.8333,1.0,8866.0
2023-01-16,Monday,AirAsia,I5-767,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,8.6667,1.0,8866.0
2023-01-16,Monday,AirAsia,I5-792,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,12.1667,1.0,8866.0
2023-01-16,Monday,Indigo,6E-674,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Bangalore,5.1667,1.0,9020.0
2023-01-16,Monday,Indigo,6E-774,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,4.8333,1.0,9736.0
2023-01-16,Monday,Indigo,6E-6203,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.5,1.0,9736.0
2023-01-16,Monday,Indigo,6E-2406,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Bangalore,7.9167,1.0,9736.0
2023-01-16,Monday,Indigo,6E-6618,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Bangalore,5.0,1.0,9860.0
2023-01-16,Monday,SpiceJet,SG-480,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.6667,1.0,10373.0
2023-01-16,Monday,SpiceJet,SG-8938,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,23.5,1.0,11330.0
2023-01-16,Monday,AirAsia,I5-783,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.8333,1.0,11342.0
2023-01-16,Monday,AirAsia,I5-787,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,9.0,1.0,11342.0
2023-01-16,Monday,SpiceJet,SG-8411,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,6.5,1.0,11729.0
2023-01-16,Monday,SpiceJet,SG-8496,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,7.4167,1.0,11729.0
2023-01-16,Monday,Vistara,UK-971,Economy,Delhi,6 AM - 12 PM,1-stop,Before 6 AM,Bangalore,18.8333,1.0,12007.0
2023-01-16,Monday,SpiceJet,SG-8721,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,13.9167,1.0,12350.0
2023-01-16,Monday,SpiceJet,SG-8722,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,12.0,1.0,12354.0
2023-01-16,Monday,Indigo,6E-6605,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Bangalore,5.4167,1.0,12150.0
2023-01-16,Monday,SpiceJet,SG-8869,Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Bangalore,21.25,1.0,12590.0
2023-01-16,Monday,Indigo,6E-2274,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.4167,1.0,12412.0
2023-01-16,Monday,GO FIRST,G8-275,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,12.4167,1.0,13160.0
2023-01-16,Monday,Indigo,6E-2004,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,4.5,1.0,14235.0
2023-01-16,Monday,Indigo,6E-2461,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,6.25,1.0,16063.0
2023-01-16,Monday,AirAsia,I5-791,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Bangalore,8.5833,1.0,17640.0
2023-01-16,Monday,Vistara,UK-721,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,26.25,1.0,18009.0
2023-01-16,Monday,Indigo,6E-2343,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,6.8333,1.0,18187.0
2023-01-16,Monday,SpiceJet,SG-8185,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.75,1.0,21255.0
2023-01-16,Monday,Vistara,UK-973,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.25,1.0,23385.0
2023-01-17,Tuesday,SpiceJet,SG-8133,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,2.6667,2.0,7750.0
2023-01-17,Tuesday,GO FIRST,G8-173,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,10.25,2.0,8866.0
2023-01-17,Tuesday,SpiceJet,SG-8946,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.3333,2.0,9784.0
2023-01-18,Wednesday,Vistara,UK-741,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,9.5833,3.0,15069.0
2023-01-19,Thursday,AirAsia,I5-788,Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Bangalore,14.4167,4.0,5901.0
2023-01-19,Thursday,AirAsia,I5-721,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.6667,4.0,8866.0
2023-01-19,Thursday,Vistara,UK-991,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,7.4167,4.0,10640.0
2023-01-19,Thursday,Vistara,UK-997,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,11.0833,4.0,11377.0
2023-01-19,Thursday,Vistara,UK-935,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Bangalore,26.3333,4.0,12043.0
2023-01-21,Saturday,Indigo,6E-6371,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,9.1667,6.0,5238.0
2023-01-25,Wednesday,SpiceJet,SG-8103,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,24.1667,10.0,8101.0
2023-02-13,Monday,AirAsia,I5-716,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.25,29.0,5167.0
2023-02-13,Monday,AirAsia,I5-1534,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Bangalore,2.8333,29.0,8025.0
2023-02-15,Wednesday,Indigo,6E-2141,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,8.9167,31.0,5238.0
2023-01-16,Monday,GO FIRST,G8-422,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Hyderabad,2.0,1.0,8055.0
2023-01-16,Monday,Indigo,6E-2319,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.3333,1.0,10627.0
2023-01-16,Monday,Indigo,6E-7148,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.6667,1.0,10627.0
2023-01-16,Monday,Indigo,6E-6903,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.8333,1.0,10921.0
2023-01-16,Monday,Indigo,6E-2331,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.0833,1.0,10969.0
2023-01-16,Monday,Indigo,6E-2061,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,6.4167,1.0,12233.0
2023-01-16,Monday,Indigo,6E-2169,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.75,1.0,13231.0
2023-01-16,Monday,Indigo,6E-5037,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.3333,1.0,13530.0
2023-01-16,Monday,Indigo,6E-2059,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.3333,1.0,14228.0
2023-01-16,Monday,SpiceJet,SG-8373,Economy,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,24.9167,1.0,14721.0
2023-01-16,Monday,Indigo,6E-2423,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.25,1.0,14433.0
2023-01-16,Monday,Indigo,6E-2092,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.8333,1.0,14667.0
2023-01-16,Monday,Indigo,6E-2334,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.9167,1.0,25444.0
2023-01-17,Tuesday,SpiceJet,SG-8165,Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Hyderabad,2.3333,2.0,5130.0
2023-01-18,Wednesday,Indigo,6E-2425,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.0,3.0,12286.0
2023-01-19,Thursday,SpiceJet,SG-8941,Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,22.3333,4.0,8710.0
2023-01-19,Thursday,Indigo,6E-2115,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.0833,4.0,12706.0
2023-01-16,Monday,SpiceJet,SG-903,Economy,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,25.9167,1.0,6567.0
2023-01-16,Monday,Indigo,6E-2517,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,Indigo,6E-6924,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,Indigo,6E-603,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,SpiceJet,SG-187,Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,20.1667,1.0,7448.0
2023-01-16,Monday,Indigo,6E-2057,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Kolkata,2.0,1.0,8159.0
2023-01-16,Monday,Indigo,6E-5353,Economy,Delhi,Before 6 AM,non-stop,6 AM - 12 PM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,GO FIRST,G8-263,Economy,Delhi,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Kolkata,5.8333,1.0,7713.0
2023-01-16,Monday,SpiceJet,SG-8263,Economy,Delhi,Before 6 AM,non-stop,6 AM - 12 PM,Kolkata,2.0,1.0,8157.0
2023-01-16,Monday,SpiceJet,SG-8253,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Kolkata,2.25,1.0,8421.0
2023-01-16,Monday,Indigo,6E-2106,Economy,Delhi,Before 6 AM,non-stop,Before 6 AM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,Indigo,6E-755,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,Indigo,6E-2415,Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Kolkata,2.1667,1.0,8159.0
2023-01-16,Monday,Indigo,6E-214,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,4.4167,1.0,8895.0
2023-01-16,Monday,Indigo,6E-2427,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.1667,1.0,10012.0
2023-01-16,Monday,Indigo,6E-2127,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,1.9167,1.0,9734.0
2023-01-16,Monday,Indigo,6E-6557,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Kolkata,2.1667,1.0,9734.0
2023-01-16,Monday,Indigo,6E-2206,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.3333,1.0,10919.0
2023-01-16,Monday,Indigo,6E-6191,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,4.3333,1.0,11271.0
2023-01-16,Monday,Indigo,6E-2093,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.1667,1.0,11575.0
2023-01-16,Monday,Indigo,6E-2064,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Kolkata,7.4167,1.0,11708.0
2023-01-16,Monday,Indigo,6E-2373,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,7.0833,1.0,11846.0
2023-01-16,Monday,Indigo,6E-2513,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.1667,1.0,11939.0
2023-01-16,Monday,Indigo,6E-2231,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.0,1.0,12476.0
2023-01-16,Monday,Indigo,6E-442,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Kolkata,2.1667,1.0,12674.0
2023-01-16,Monday,Indigo,6E-2087,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.0,1.0,14302.0
2023-01-16,Monday,Indigo,6E-6096,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.8333,1.0,15961.0
2023-01-16,Monday,Indigo,6E-6051,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.6667,1.0,16419.0
2023-01-16,Monday,Indigo,6E-5022,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,7.4167,1.0,17146.0
2023-01-16,Monday,Air India,AI-889,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,6.0833,1.0,18135.0
2023-01-16,Monday,Indigo,6E-6531,Economy,Delhi,12 PM - 6 PM,2+-stop,After 6 PM,Kolkata,7.4167,1.0,18145.0
2023-01-17,Tuesday,AirAsia,I5-764,Economy,Delhi,Before 6 AM,2+-stop,After 6 PM,Kolkata,17.4167,2.0,13226.0
2023-01-18,Wednesday,Indigo,6E-2148,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,7.9167,3.0,9273.0
2023-01-18,Wednesday,Air India,AI-879,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.5,3.0,10857.0
2023-01-18,Wednesday,Indigo,6E-2196,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.75,3.0,14844.0
2023-01-28,Saturday,GO FIRST,G8-153,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,4.3333,13.0,10732.0
2023-02-04,Saturday,AirAsia,I5-996,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,12.0833,20.0,6012.0
2023-02-04,Saturday,Indigo,6E-2769,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,8.5,20.0,5954.0
2023-02-04,Saturday,Indigo,6E-2282,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.1667,20.0,8474.0
2023-02-05,Sunday,Indigo,6E-2453,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Kolkata,5.25,21.0,8752.0
2023-01-16,Monday,Indigo,6E-6238,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.9167,1.0,6616.0
2023-01-16,Monday,Indigo,6E-6603,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Chennai,2.8333,1.0,6616.0
2023-01-16,Monday,Indigo,6E-2257,Economy,Delhi,After 6 PM,non-stop,Before 6 AM,Chennai,3.0,1.0,8086.0
2023-01-16,Monday,Indigo,6E-6245,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,5.3333,1.0,17446.0
2023-01-16,Monday,Indigo,6E-6361,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,6.25,1.0,18635.0
2023-01-16,Monday,Indigo,6E-2028,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Chennai,5.5,1.0,22563.0
2023-01-17,Tuesday,Indigo,6E-204,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Chennai,6.5833,2.0,14232.0
2023-01-18,Wednesday,SpiceJet,SG-8207,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.5833,3.0,6242.0
2023-01-19,Thursday,Indigo,6E-5003,Economy,Delhi,Before 6 AM,non-stop,6 AM - 12 PM,Chennai,3.1667,4.0,6616.0
2023-01-19,Thursday,Indigo,6E-2275,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Chennai,6.8333,4.0,10186.0
2023-01-21,Saturday,SpiceJet,SG-8211,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Chennai,13.25,6.0,17036.0
2023-01-21,Saturday,Indigo,6E-2105,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Chennai,7.1667,6.0,17371.0
2023-01-26,Thursday,Indigo,6E-2237,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,7.25,11.0,17137.0
2023-01-30,Monday,SpiceJet,SG-207,Economy,Delhi,Before 6 AM,non-stop,6 AM - 12 PM,Chennai,2.75,15.0,6615.0
2023-02-16,Thursday,Indigo,6E-5913,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.25,32.0,10770.0
2023-02-16,Thursday,Indigo,6E-315,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,5.5833,32.0,13199.0
2023-02-18,Saturday,Indigo,6E-251,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,6.8333,34.0,13320.0
2023-01-16,Monday,AllianceAir,9I-695,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,3.1667,1.0,6900.0
2023-01-16,Monday,Indigo,6E-789,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,9.9167,1.0,7036.0
2023-01-16,Monday,AkasaAir,QP-1334,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Ahmedabad,1.75,1.0,8239.0
2023-01-16,Monday,SpiceJet,SG-193,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Ahmedabad,1.6667,1.0,8934.0
2023-01-16,Monday,Indigo,6E-291,Economy,Delhi,6 AM - 12 PM,2+-stop,After 6 PM,Ahmedabad,12.5833,1.0,9483.0
2023-01-16,Monday,Indigo,6E-5026,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,4.6667,1.0,10360.0
2023-01-16,Monday,Air India,AI-853,Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,19.1667,1.0,12255.0
2023-01-16,Monday,Air India,AI-851,Business,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Ahmedabad,9.4167,1.0,48351.0
2023-01-16,Monday,Air India,AI-849,Business,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,22.25,1.0,48351.0
2023-01-17,Tuesday,SpiceJet,SG-8717,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Ahmedabad,1.8333,2.0,7990.0
2023-01-18,Wednesday,Air India,AI-857,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,25.25,3.0,9420.0
2023-02-01,Wednesday,Indigo,6E-2175,Economy,Delhi,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Ahmedabad,7.3333,17.0,18185.0
2023-01-16,Monday,AirAsia,I5-492,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.8333,1.0,5328.0
2023-01-16,Monday,Indigo,6E-154,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,9.8333,1.0,5023.0
2023-01-16,Monday,Air India,AI-816,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Delhi,1.8333,1.0,5943.0
